Num,Rad,Err,lnN,lnR,lnErr
10,3.51903,0.376237229,2.302585093,1.258185383,-0.977535405
100,13.1656,0.408662664,4.605170186,2.577607367,-0.894865245
200,20.52966667,0.965778674,5.298317367,3.021870994,-0.034820587
300,22.42423333,0.953828638,5.703782475,3.110142219,-0.047271248
400,25.3305,0.427313776,5.991464547,3.232009203,-0.850236697
500,29.81153333,0.895398917,6.214608098,3.394895343,-0.110485942
600,34.47406667,0.320267494,6.396929655,3.540207351,-1.138598713
700,37.65806667,0.77612178,6.551080335,3.628547185,-0.253445838
800,38.931,0.722836886,6.684611728,3.661790848,-0.32457169
900,41.4856,1.280146382,6.802394763,3.725346379,0.246974433
1000,45.9282,3.103892784,6.907755279,3.827079307,1.13265706
1100,48.85693333,2.582147495,7.003065459,3.888896299,0.948621415
1200,52.11213333,2.308734327,7.090076836,3.953397807,0.836699464
1300,54.86396667,3.18418619,7.170119543,4.004856788,1.158196743
1400,57.56416667,3.164859003,7.244227516,4.052900268,1.152108506
1500,60.55483333,3.009445461,7.313220387,4.103549291,1.101755829
1600,62.1632,2.714587662,7.377758908,4.129763185,0.998640068
1700,65.82803333,4.690499233,7.43838353,4.187045786,1.545539023
1800,68.8609,5.439354161,7.495541944,4.232088528,1.693660333
1900,69.76773333,5.297661778,7.549609165,4.24517163,1.667265549
2000,71.14786667,5.566840891,7.60090246,4.26476034,1.716827728
2100,74.00066667,6.254546087,7.649692624,4.304074102,1.833308573
2200,76.4871,6.444111015,7.696212639,4.337122099,1.863166693
2300,77.92883333,6.407013471,7.740664402,4.355796017,1.857393245
2400,80.24806667,6.592106338,7.783224016,4.38512267,1.885872924
2500,82.09826667,6.578099735,7.824046011,4.407916904,1.88374591
2600,83.81343333,6.999143562,7.863266724,4.428593297,1.945787793
2700,85.71663333,7.460763968,7.901007052,4.451046895,2.009657818
2800,87.2807,8.228293781,7.937374696,4.469129362,2.107578676
2900,89.6739,7.334534874,7.972466016,4.496179757,1.992593998
3000,90.98323333,7.938849099,8.006367568,4.51067524,2.071768315
3100,92.82343333,8.41119433,8.03915739,4.530699122,2.129563477
3200,94.55416667,8.827094333,8.070906089,4.549172863,2.177825893
3300,94.71596667,8.666288775,8.101677747,4.550882589,2.159440646
3400,96.5713,7.291935819,8.131530711,4.570281596,1.986769055
3500,97.99286667,7.072285973,8.160518247,4.584894687,1.956183762
3600,99.40063333,6.344768743,8.188689124,4.599158485,1.847630653
3700,100.8044333,6.020502113,8.216088099,4.613182336,1.795170663
3800,102.2186,5.688483696,8.242756346,4.627113657,1.738443727
3900,104.5745,4.771131653,8.268731832,4.649899736,1.562583521
4000,104.9694333,4.494133423,8.29404964,4.653669197,1.502772862
4100,106.8534,4.085617696,8.318742253,4.671457802,1.407472928
4200,108.4653333,3.438277153,8.342839804,4.686430613,1.234970518
4300,110.8643333,2.86896499,8.366370302,4.708307232,1.053951334
4400,112.1963333,2.580642965,8.38935982,4.720250313,0.948038579
4500,113.6063333,2.002493806,8.411832676,4.732739256,0.694393307
4600,114.266,2.000110997,8.433811582,4.738529064,0.693202677
4700,116.2873333,2.409587885,8.455317788,4.75606414,0.879455731
4800,117.9623333,2.638720418,8.476371197,4.770365364,0.97029411
4900,120.124,2.989947547,8.496990484,4.788524543,1.095255844
5000,122.34,2.539315328,8.517193191,4.806804054,0.931894489
