Sticking chance: 0.1
Number Particles (N), Cluster Radius(R)
10,2.23607
100,11.0454
200,15.8114
300,20.6155
400,22.0227
500,25.4951
600,28.4429
700,29.8329
800,33.541
900,37.4833
1000,38.6264
