Sticking chance: 0.1
Number Particles (N), Cluster Radius(R)
10,2.82843
100,12.0416
200,18.4391
300,21.2603
400,24.7386
500,27.6586
600,33.3766
700,36.3456
800,39.2046
900,42.5793
1000,44.5982
