Num,Rad,Std dev,ln(N),ln(rad),ln(dev)
10,2.89001666666667,0.228938020659968,2.30258509299405,1.0612622691204,-1.47430396420068
100,11.3774666666667,0.191718779388902,4.60517018598809,2.43163479114534,-1.65172567134512
200,16.1308666666667,0.722080055836634,5.29831736654804,2.78073462080323,-0.325619265575958
300,19.8558666666667,0.633888367611043,5.7037824746562,2.98849951342493,-0.455882416371443
400,22.8976666666667,0.531648056448932,5.99146454710798,3.13103501308352,-0.631773556588269
500,26.4420666666667,0.368884610584293,6.21460809842219,3.27495617632619,-0.997271392288739
600,29.8019,1.0417583314335,6.39692965521615,3.39457214986814,0.0409099888248035
700,32.9120333333333,1.09026156715479,6.5510803350434,3.4938383457119,0.0864176373196672
800,36.5141,0.947452039829868,6.68461172766793,3.59769848736314,-0.0539789609004758
900,40.289,0.862266513968339,6.80239476332431,3.69607847884063,-0.148190875167272
1000,42.723,1.18399335020655,6.90775527898214,3.7547374169054,0.168892920066441
