Sticking chance: 0.1
Number Particles (N), Cluster Radius(R)
10,3.60555
100,11.0454
200,14.1421
300,17.6918
400,21.9317
500,26.1725
600,27.5862
700,32.5576
800,36.7967
900,40.8044
1000,44.9444
