Num,Rad,Std dev,ln(N),ln(rad),ln(dev)
10,4.04103666666667,0.334174276560622,2.30258509299405,1.39650125971681,-1.09609263597883
100,15.0289666666667,0.862437422099156,4.60517018598809,2.70997945001528,-0.147992686796733
200,21.6103666666667,1.07960719417004,5.29831736654804,3.07317313782819,0.0765972658761149
300,24.6754666666667,1.06359987951471,5.7037824746562,3.20580949767026,0.0616592671060787
400,28.9894,1.15102410970019,5.99146454710798,3.36693024592739,0.140652076262493
500,32.1082,1.49418938000955,6.21460809842219,3.46911144922713,0.401583839058434
600,36.4215666666667,0.796018160969078,6.39692965521615,3.59516109003179,-0.228133278110233
700,39.7178666666667,1.46185208870777,6.5510803350434,3.68180112843615,0.379704185694981
800,42.1654,1.60291078700941,6.68461172766793,3.74159997952258,0.471821218310381
900,45.0655666666667,1.38016824350163,6.80239476332431,3.80811846635884,0.322205407318903
1000,47.5847,1.39631011518852,6.90775527898214,3.86251128099671,0.333833125220026
