Sticking chance: 0.5
Number Particles (N), Cluster Radius(R)
10,4.12311
100,16.4924
200,24.3311
300,26.0768
400,31.6228
500,35.4683
600,38.8973
700,44.643
800,47.4342
900,49.3964
1000,52.3259
