Sticking chance: 0.5
Number Particles (N), Cluster Radius(R)
10,5
100,16.5529
200,22.4722
300,26.9258
400,30.2655
500,33.8378
600,36.2353
700,38.2753
800,41.0488
900,44.6542
1000,46.0435
