Sticking chance: 0.05
Number Particles (N), Cluster Radius(R)
10,3.16228
100,13
200,18.0278
300,22.8254
400,24.1868
500,28.178
600,31.7648
700,33.8378
800,37.4433
900,39.1152
1000,42.0119
