Sticking chance: 0.05
Number Particles (N), Cluster Radius(R)
10,4
100,9.05539
200,15.2643
300,21.4709
400,27.8568
500,30.0832
600,32.8938
700,33.8378
800,38.3275
900,40.6079
1000,42.5793
