Sticking chance: 0.05
Number Particles (N), Cluster Radius(R)
10,3.16228
100,10.8167
200,16.1245
300,20.2485
400,25.7099
500,28.4429
600,30.4138
700,33.0606
800,36.3456
900,37.4833
1000,38.6394
