Sticking chance: 0.25
Number Particles (N), Cluster Radius(R)
10,2.82843
100,12.2066
200,18.3576
300,21.8403
400,27.8568
500,31.0483
600,35.5106
700,37.6563
800,38.6394
900,43.1856
1000,44.1814
