Sticking chance: 0.25
Number Particles (N), Cluster Radius(R)
10,2.82843
100,16.4924
200,22.0907
300,26.0768
400,28.0713
500,30.2655
600,32.1403
700,39.1152
800,41.1096
900,47.0425
1000,50.04
