Num,Rad,Std dev,ln(N),ln(rad),ln(dev)
10,3.19875333333333,0.129947254955118,2.30258509299405,1.16276115056505,-2.04062664197217
100,13.1450333333333,0.606696342070299,4.60517018598809,2.57604399399706,-0.499726873275236
200,19.4508666666667,0.81617354999026,5.29831736654804,2.96789162776926,-0.203128262820432
300,23.0355666666667,0.884601464774664,5.7037824746562,3.1370393983313,-0.122618057688255
400,27.311,0.359466189107003,5.99146454710798,3.30728955143919,-1.02313515601589
500,31.3761,0.184627249102377,6.21460809842219,3.44604645659832,-1.6894163562014
600,33.8898,0.283154945804118,6.39692965521615,3.52311408415569,-1.2617610194934
700,36.1183666666667,0.364696775620718,6.5510803350434,3.5868015078881,-1.00868902238915
800,38.9643333333333,0.639004517749057,6.68461172766793,3.6626466977775,-0.447843754599772
900,42.1731,0.126577385201482,6.80239476332431,3.74178257703193,-2.06690141712847
1000,44.6153333333333,1.06497877930519,6.90775527898214,3.79807759665298,0.062954873427839
1100,47.1162,0.948461414315018,7.00306545878646,3.85261689093004,-0.0529141711778124
1200,50.517,0.852741974130771,7.09007683577609,3.92230991329628,-0.159298269476989
1300,52.5542333333333,0.7515465612347,7.17011954344963,3.96184565227686,-0.285622113977603
1400,55.1977333333333,0.60702355101057,7.24422751560335,4.01092188963802,-0.499187689646356
1500,58.5806666666667,0.910228948203773,7.3132203870903,4.07040472178322,-0.094059119682341
1600,60.3157333333333,0.851372620036696,7.37775890822787,4.09959298733411,-0.160905384859363
1700,62.1643333333333,0.9363307347379,7.43838353004431,4.1297814161993,-0.0657865158386753
1800,64.6034666666667,1.0845096733001,7.49554194388426,4.16826807291941,0.0811279708393856
1900,66.9065,0.728881920783089,7.54960916515453,4.20329612235467,-0.316243534327167
2000,69.1477,0.87520268700075,7.60090245954208,4.23624479653085,-0.133299777162883
2100,71.1072666666667,0.825591115055908,7.64969262371151,4.26418953505607,-0.191655646115184
2200,72.201,0.474286204030154,7.69621263934641,4.27945389621838,-0.745944333533751
2300,75.1375666666667,0.972887964506438,7.74066440191724,4.31932065562713,-0.0274863478179067
2400,77.0474,1.1077609985913,7.78322401633604,4.3444208168749,0.102340859814865
2500,78.597,1.23683307999818,7.82404601085629,4.36433353076782,0.212554144934299
2600,80.7128666666667,1.27565384556458,7.86326672400957,4.39089800081563,0.243458867213777
2700,81.7125666666667,1.20549390630901,7.90100705199242,4.40320780480716,0.186889363718811
2800,83.9577,1.25439299043181,7.9373746961633,4.43031310058007,0.226651782613545
2900,85.4822666666667,0.952795077847473,7.97246601597457,4.44830894702342,-0.0483554269415096
3000,86.8052333333333,1.0942811645263,8.00636756765025,4.4636669117075,0.0900976769449531
3100,88.0722,1.02331800585698,8.03915739047324,4.47815693263481,0.023050294828905
3200,90.5036333333333,0.921337410949331,8.07090608878782,4.50538999722965,-0.0819289569953477
3300,91.4146333333333,1.05674602768926,8.10167774745457,4.51540556776037,0.0551944014695381
3400,92.3314666666667,1.24037773473036,8.13153071060425,4.52538500070837,0.215415958010783
3500,94.206,1.71089256335205,8.16051824747751,4.54548387382144,0.537015201209787
3600,96.6098666666667,2.14087090931947,8.1886891244442,4.57068087540909,0.761212713216877
3700,97.3827,2.2714571493011,8.21608809863232,4.57864857680272,0.820421541545043
3800,98.6948,2.14703781781111,8.24275634571448,4.59203226014779,0.764089132999136
3900,100.3322,2.30165999323194,8.26873183211774,4.60848668033591,0.833630598796591
4000,101.4718,1.96473494734871,8.29404964010203,4.61978092736692,0.675357349377735
4100,103.2124,2.06264607509653,8.3187422526924,4.63678900086818,0.723989661008003
4200,105.343866666667,2.02764452980774,8.34283980427146,4.65722991991914,0.706874789205509
4300,107.243666666667,2.04466053507757,8.36637030168165,4.67510350400543,0.715231778198572
4400,109.913666666667,1.94250720957716,8.38935981990635,4.69969520915275,0.663979514746813
4500,111.135,1.91437547112484,8.41183267575841,4.71074567853673,0.649391444703384
4600,112.967666666667,2.22506382763215,8.43381158247719,4.7271016420745,0.799785601782998
4700,115.089333333333,1.87546889939359,8.45531778769815,4.74570863839549,0.628858707834245
4800,116.250333333333,1.92210400728338,8.47637119689598,4.75574591184687,0.653420423175233
4900,117.660333333333,2.0313369799041,8.49699048409872,4.767801942454,0.70869418705499
5000,118.053333333333,2.17665279049516,8.51719319141624,4.77113649975578,0.777788279635971
