Sticking chance: 0.75
Number Particles (N), Cluster Radius(R)
10,3
100,14.2127
200,19.105
300,23.4307
400,26.8328
500,34.6699
600,40.4969
700,45.5412
800,47.0106
900,50.6063
1000,52.8015
