Sticking chance: 0.75
Number Particles (N), Cluster Radius(R)
10,3
100,13.1529
200,18.3576
300,25.0599
400,28.7924
500,31.6228
600,36
700,40.1995
800,43.1045
900,48.8365
1000,50.636
