Num,Rad,Err,lnN,lnR,lnErr
10,3.466116667,0.812211959,2.302585093,1.243034851,-0.207993939
100,12.11043333,1.081084894,4.605170186,2.49406734,0.077965068
200,17.10666667,1.086682812,5.298317367,2.839468251,0.083129765
300,21.5248,1.5301616,5.703782475,3.069205759,0.425373351
400,25.92726667,1.699496955,5.991464547,3.255295182,0.530332299
500,28.07123333,2.199089704,6.214608098,3.334745327,0.788043504
600,31.20956667,2.036596835,6.396929655,3.440724672,0.711280197
700,33.77986667,2.33680141,6.551080335,3.519864964,0.848783076
800,36.6372,2.743039563,6.684611728,3.601064118,1.009066635
900,37.72096667,2.626317017,6.802394763,3.630216085,0.965582491
1000,40.21576667,2.239152321,6.907755279,3.694259124,0.806097366
1100,42.7181,2.842748758,7.003065459,3.754622718,1.044771457
1200,44.17046667,3.694804606,7.090076836,3.788056391,1.306927672
1300,45.93646667,3.42840972,7.170119543,3.827259282,1.232096515
1400,47.91846667,3.121490554,7.244227516,3.869500956,1.13831063
1500,49.6923,3.808480388,7.313220387,3.905849992,1.337230261
1600,51.58593333,3.045969242,7.377758908,3.943249026,1.113819156
1700,53.2221,2.745559803,7.43838353,3.974473724,1.00998499
1800,53.6582,3.038451825,7.495541944,3.9826343,1.111348118
1900,55.1505,2.979403911,7.549609165,4.010065812,1.091723251
2000,57.0823,2.47771536,7.60090246,4.044494086,0.90733691
2100,58.73193333,2.333442731,7.649692624,4.072983588,0.847344744
2200,59.65386667,2.806065908,7.696212639,4.088558969,1.03178347
2300,61.30353333,2.787711274,7.740664402,4.115837481,1.025220927
2400,61.757,2.714358518,7.783224016,4.123207329,0.998555652
2500,62.87096667,2.187802866,7.824046011,4.141084478,0.782897783
2600,64.0988,1.9164615,7.863266724,4.160425643,0.650480517
2700,64.92363333,1.568750163,7.901007052,4.173211707,0.450279228
2800,66.01783333,1.577857898,7.937374696,4.189924908,0.456068167
2900,67.47086667,1.474689335,7.972466016,4.2116959,0.388447347
3000,68.2488,1.026251218,8.006367568,4.223159851,0.025912569
3100,69.39763333,0.564218251,8.03915739,4.239852765,-0.572314133
3200,70.13856667,0.791551418,8.070906089,4.250472809,-0.233760439
3300,70.84976667,0.810806636,8.101677747,4.260561673,-0.20972568
3400,71.8407,1.457085592,8.131530711,4.274451168,0.376438271
3500,72.56116667,1.198273656,8.160518247,4.284429884,0.180881901
3600,73.5656,1.176528667,8.188689124,4.298177525,0.162568295
3700,75.1413,0.851668674,8.216088099,4.319370341,-0.160557708
3800,76.19966667,0.686216769,8.242756346,4.333357088,-0.376561711
3900,76.87826667,0.729445886,8.268731832,4.342223218,-0.315470093
4000,77.91453333,0.572588306,8.29404964,4.355612499,-0.55758831
4100,79.59526667,0.982250244,8.318742253,4.376954627,-0.017909173
4200,80.1756,0.776017996,8.342839804,4.384219229,-0.253579568
4300,81.9206,1.356504342,8.366370302,4.405750485,0.304911054
4400,82.42173333,1.29002797,8.38935982,4.411849156,0.254663901
4500,83.36793333,1.250034545,8.411832676,4.423263743,0.223171187
4600,84.65693333,1.330006819,8.433811582,4.438607011,0.285184069
4700,86.348,0.715212118,8.455317788,4.458385643,-0.335176112
4800,87.3173,1.086501037,8.476371197,4.46954861,0.082962475
4900,88.08443333,0.948298224,8.496990484,4.478295824,-0.053086244
5000,89.3602,1.099437747,8.517193191,4.492675393,0.09479891
