Sticking chance: 1
Number Particles (N), Cluster Radius(R)
10,5
100,16.2788
200,26.4008
300,34.9857
400,41.0366
500,44.4185
600,48.7647
700,53.0754
800,57.3149
900,62.3699
1000,65.4599
