Sticking chance: 1
Number Particles (N), Cluster Radius(R)
10,3.60555
100,17.6918
200,25.5539
300,33.2415
400,38.0789
500,42.8019
600,48.4149
700,52.3546
800,55
900,56.4004
1000,58.6941
