Sticking chance: 1
Number Particles (N), Cluster Radius(R)
10,4
100,17
200,39.2046
300,64.1327
400,85.1469
500,97.9847
600,120.208
700,136.616
800,146.492
900,153.375
1000,159.477
1100,162.975
1200,165.221
1300,169.499
1400,175.263
1500,177.023
1600,185.648
1700,192.083
1800,204.944
1900,217.332
2000,230.08
2100,238.6
2200,242.621
2300,249.82
2400,252.668
2500,252.668
2600,252.668
2700,253.403
2800,258.194
2900,261.842
3000,262.64
3100,266.552
3200,268.961
