Sticking chance: 1
Number Particles (N), Cluster Radius(R)
10,4.47214
100,27.8029
200,46.1736
300,63.0079
400,79.2275
500,84.3801
600,103.479
700,119.004
800,136.36
900,141.873
1000,154.013
1100,164.454
