Sticking chance: 0.01
Number Particles (N), Cluster Radius(R)
10,2.23607
100,11.4018
200,17.2627
300,21.2603
400,24.1661
500,28.2843
600,30.0666
700,35.1283
800,40.1995
900,44.1814
1000,47.1699
